ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
AB41023A9DD23FEE,electric_bike,48:27.7,10:39.6,Kilbourn Ave & Belden Ave,21359,Western Ave & Division St,13241,41.922369,-87.739024,41.902893,-87.687275,member
55CBEAF0DEF945B6,electric_bike,52:12.5,57:03.6,Wells St & Hubbard St,TA1307000151,Sedgwick St & Huron St,TA1307000062,41.889906,-87.634266,41.894666,-87.638437,member
806297AD677C012B,electric_bike,17:54.0,34:55.5,Damen Ave & Clybourn Ave,13271,Pine Grove Ave & Waveland Ave,TA1307000150,41.931931,-87.677856,41.94947274,-87.64645278,member
20B9374EACC11479,classic_bike,21:50.6,35:06.6,Western Ave & Winnebago Ave,13068,Ogden Ave & Chicago Ave,TA1305000020,41.91552,-87.687022,41.89636246,-87.65406127,member
1852BDACC30FAC58,electric_bike,12:28.8,18:39.1,Wilton Ave & Belmont Ave,TA1307000134,Pine Grove Ave & Waveland Ave,TA1307000150,41.94023192,-87.65294373,41.94947274,-87.64645278,member
955F95459BA4CC92,classic_bike,42:34.9,44:50.0,Pine Grove Ave & Irving Park Rd,TA1308000022,Pine Grove Ave & Waveland Ave,TA1307000150,41.954383,-87.648043,41.94947274,-87.64645278,member
AEA8AD5D5D36FB20,electric_bike,44:21.1,49:14.6,Desplaines St & Kinzie St,TA1306000003,Sedgwick St & Huron St,TA1307000062,41.88871604,-87.64444785,41.894666,-87.638437,member
AC487B12D02B2FD2,classic_bike,21:39.5,27:34.6,Desplaines St & Kinzie St,TA1306000003,Sedgwick St & Huron St,TA1307000062,41.88871604,-87.64444785,41.894666,-87.638437,member
57266C3DDAC9FD0C,electric_bike,16:22.3,35:49.6,Milwaukee Ave & Rockwell St,13242,Sedgwick St & Huron St,TA1307000062,41.92026115,-87.69262898,41.894666,-87.638437,member
DFE0E12A07E7FD86,classic_bike,08:48.8,15:10.3,Franklin St & Lake St,TA1307000111,Sedgwick St & Huron St,TA1307000062,41.885837,-87.6355,41.894666,-87.638437,member
34C198873DA488DB,electric_bike,10:13.8,12:57.7,Clark St & Wellington Ave,TA1307000136,Broadway & Belmont Ave,13277,41.93649682,-87.64753866,41.940106,-87.645451,member
10EAE670C0CD950A,electric_bike,26:37.3,32:06.4,Southport Ave & Waveland Ave,13235,Southport Ave & Wellington Ave,TA1307000006,41.948226,-87.6640712,41.93577462,-87.66360015,member
8225636C3E02F372,electric_bike,54:22.5,33:49.6,Shore Dr & 55th St,TA1308000009,Cornell Ave & Hyde Park Blvd,KA1503000007,41.795212,-87.580715,41.802406,-87.586924,member
0EC45575306ABDAB,classic_bike,47:09.2,13:53.9,Clark St & Armitage Ave,13146,Clark St & Wellington Ave,TA1307000136,41.918306,-87.636282,41.93649682,-87.64753866,member
B181FF97D32A5E61,classic_bike,00:03.7,18:24.6,Clark St & Armitage Ave,13146,Clark St & Wellington Ave,TA1307000136,41.918306,-87.636282,41.93649682,-87.64753866,member
F2325C1A8D1AFFAF,classic_bike,36:19.1,51:24.9,Clark St & Wellington Ave,TA1307000136,Clark St & Armitage Ave,13146,41.93649682,-87.64753866,41.918306,-87.636282,member
6D9597B395C9966D,classic_bike,19:47.6,37:33.3,California Ave & Granville Ave,23104,Dodge Ave & Mulford St,662,41.9941803,-87.6995596,42.023463,-87.699595,member
C5790DCEC8715A93,classic_bike,22:09.8,40:12.5,Benson Ave & Church St,596,Dodge Ave & Mulford St,662,42.048214,-87.683485,42.023463,-87.699595,member
1E43EF2C6FD41D39,electric_bike,47:31.4,56:40.8,Damen Ave & Cortland St,13133,Damen Ave & Melrose Ave,13143,41.91599846,-87.67723477,41.9406,-87.6785,member
0953F0ACC77A1822,electric_bike,08:02.0,19:40.1,Clark St & North Ave,13128,Clark St & Newport St,632,41.911974,-87.631942,41.94454,-87.654678,member
A2B299B1FD38834C,classic_bike,52:29.6,00:26.1,Lincoln Ave & Melrose St,TA1309000042,Clark St & Newport St,632,41.9406,-87.669435,41.94454,-87.654678,member
58D747DD737C92A4,electric_bike,51:04.8,54:53.2,Broadway & Berwyn Ave,13109,Sheridan Rd & Argyle St,13059,41.978361,-87.659789,41.97328682,-87.65475959,member
9ECB172931CE49B0,classic_bike,55:39.5,01:37.0,Broadway & Berwyn Ave,13109,Sheridan Rd & Argyle St,13059,41.978361,-87.659789,41.97328682,-87.65475959,member
F97969119CBA77A3,classic_bike,23:26.7,42:47.7,Southport Ave & Belmont Ave,13229,Clark St & Newport St,632,41.93947775,-87.66374767,41.94454,-87.654678,member
7104D52D85057E31,electric_bike,03:14.1,12:24.2,Clark St & Grace St,TA1307000127,Sheridan Rd & Argyle St,13059,41.95078,-87.659172,41.97328682,-87.65475959,member
8FC7B664F21E840E,electric_bike,38:31.4,45:17.3,Central Park Ave & Elbridge Ave,15644,Avondale Ave & Irving Park Rd,15624,41.93533728,-87.71688929,41.953393,-87.732002,member
FADB47A29C62D877,electric_bike,34:49.3,41:46.9,Central Park Ave & Elbridge Ave,15644,Avondale Ave & Irving Park Rd,15624,41.93533728,-87.71688929,41.953393,-87.732002,member
ECD12ACEE13C3C6C,classic_bike,35:24.4,45:41.5,Central Park Ave & Elbridge Ave,15644,Avondale Ave & Irving Park Rd,15624,41.93533728,-87.71688929,41.953393,-87.732002,member
155A1E5065503C60,electric_bike,34:49.7,37:35.5,Major Ave & Addison St,23166,Central Ave & Roscoe St,21396,41.9458348,-87.7691848,41.942275,-87.76695,member
28A3B370D7696D39,classic_bike,44:27.0,49:44.0,Benson Ave & Church St,596,Chicago Ave & Sheridan Rd,E008,42.048214,-87.683485,42.050491,-87.677821,member
3721CF7FD11B0764,classic_bike,52:24.3,55:56.5,Benson Ave & Church St,596,Chicago Ave & Sheridan Rd,E008,42.048214,-87.683485,42.050491,-87.677821,member
73F1810F1A121512,classic_bike,37:49.9,40:51.2,Campbell Ave & North Ave,13257,Western Ave & Winnebago Ave,13068,41.910535,-87.689556,41.91552,-87.687022,member
098D4EBD2FE7C286,electric_bike,13:59.1,21:46.5,Morgan St & Polk St,TA1307000130,Wolcott Ave & Polk St,TA1309000064,41.871737,-87.65103,41.871262,-87.673688,member
93187084BE6A4CE6,classic_bike,31:55.4,41:09.8,Morgan St & Polk St,TA1307000130,Wolcott Ave & Polk St,TA1309000064,41.871737,-87.65103,41.871262,-87.673688,member
0417EA4C381D6804,classic_bike,26:21.1,37:05.4,Morgan St & Polk St,TA1307000130,Wolcott Ave & Polk St,TA1309000064,41.871737,-87.65103,41.871262,-87.673688,member
56A98BB6E56C22B4,classic_bike,55:45.0,00:47.7,Sheridan Rd & Noyes St (NU),604,Chicago Ave & Sheridan Rd,E008,42.058239,-87.677432,42.050491,-87.677821,member
FD8AFA35C95CF28F,classic_bike,57:07.2,01:33.6,Sheridan Rd & Noyes St (NU),604,Chicago Ave & Sheridan Rd,E008,42.058239,-87.677432,42.050491,-87.677821,member
CB3093F7069567D6,classic_bike,30:48.9,44:01.9,Western Ave & Walton St,KA1504000103,Wolcott Ave & Polk St,TA1309000064,41.89841769,-87.68659602,41.871262,-87.673688,member
AEA0A6F318A3F101,classic_bike,30:22.2,44:51.9,Leavitt St & Chicago Ave,18058,Wolcott Ave & Polk St,TA1309000064,41.895501,-87.682017,41.871262,-87.673688,member
5E46529D752C5497,classic_bike,35:09.1,47:08.9,Leavitt St & Chicago Ave,18058,Wolcott Ave & Polk St,TA1309000064,41.895501,-87.682017,41.871262,-87.673688,member
C8492F9F62090D62,classic_bike,25:15.0,40:45.6,Canal St & Adams St,13011,Calumet Ave & 18th St,13102,41.879255,-87.639904,41.85761755,-87.61941075,member
75BAA78604B24366,classic_bike,41:47.9,54:52.6,Halsted St & Polk St,TA1307000121,Wolcott Ave & Polk St,TA1309000064,41.87184,-87.64664,41.871262,-87.673688,member
C9CF21966E076CDC,electric_bike,36:13.0,45:46.5,Ashland Ave & Division St,13061,Western Ave & Winnebago Ave,13068,41.90345,-87.667747,41.91552,-87.687022,member
DA6D20760DA67772,classic_bike,38:34.4,47:38.7,Western Ave & Congress Pkwy,15668,Wolcott Ave & Polk St,TA1309000064,41.87474885,-87.68644528,41.871262,-87.673688,member
A87ECB0F4D60793D,classic_bike,56:51.0,26:04.2,Wilton Ave & Diversey Pkwy,TA1306000014,Western Ave & Winnebago Ave,13068,41.932418,-87.652705,41.91552,-87.687022,member
2AB2E36E089B505A,electric_bike,11:58.2,16:29.3,Wabash Ave & Roosevelt Rd,TA1305000002,Calumet Ave & 18th St,13102,41.867227,-87.625961,41.85761755,-87.61941075,member
54FB40D97D157530,electric_bike,21:34.0,23:43.3,Paulina St & Flournoy St,KA1504000104,Wolcott Ave & Polk St,TA1309000064,41.87306109,-87.66913489,41.871262,-87.673688,member
93A75FBF7D8B7DD2,electric_bike,51:15.1,02:05.1,Franklin St & Lake St,TA1307000111,Calumet Ave & 18th St,13102,41.885837,-87.6355,41.85761755,-87.61941075,member
3669677151A4E5AC,electric_bike,48:22.7,55:13.4,Ogden Ave & Race Ave,13194,Wolcott Ave & Polk St,TA1309000064,41.891795,-87.658751,41.871262,-87.673688,member
D2EFD83AA0A5235D,classic_bike,03:08.6,11:41.9,Walsh Park,18067,Western Ave & Winnebago Ave,13068,41.91461,-87.667968,41.91552,-87.687022,member
74980A948E995DFD,electric_bike,49:31.5,58:25.0,Western Ave & Walton St,KA1504000103,Western Ave & Winnebago Ave,13068,41.89841769,-87.68659602,41.91552,-87.687022,member
A4BD793C5E95D546,classic_bike,35:07.2,48:30.3,Sheffield Ave & Willow St,TA1306000032,Western Ave & Winnebago Ave,13068,41.913688,-87.652855,41.91552,-87.687022,member
0CE89BCAB98D9C39,electric_bike,23:27.8,33:17.5,Ravenswood Ave & Irving Park Rd,TA1307000149,Clark St & Bryn Mawr Ave,KA1504000151,41.95469,-87.67393,41.983593,-87.669154,member
17D04116C3730E9A,classic_bike,27:32.2,34:37.6,Clark St & Leland Ave,TA1309000014,Clark St & Bryn Mawr Ave,KA1504000151,41.96708784,-87.66729087,41.983593,-87.669154,member
A778E48DC4317240,electric_bike,32:55.0,36:51.2,Hoyne Ave & Balmoral Ave,655,Clark St & Bryn Mawr Ave,KA1504000151,41.97986817,-87.68192422,41.983593,-87.669154,member
1CC94A729F5549D9,electric_bike,40:34.1,45:56.9,Hoyne Ave & Balmoral Ave,655,Clark St & Bryn Mawr Ave,KA1504000151,41.979851,-87.681932,41.983593,-87.669154,member
1459089481D8004C,classic_bike,12:21.6,14:18.7,Halsted St & Willow St,TA1307000166,Sheffield Ave & Willow St,TA1306000032,41.913865,-87.648755,41.913688,-87.652855,member
0C98F126A7090F1F,electric_bike,13:01.5,20:20.3,Elston Ave & Cortland St,TA1305000039,Sheffield Ave & Willow St,TA1306000032,41.91643343,-87.66674638,41.913688,-87.652855,member
B7245280A6B70C86,classic_bike,11:02.9,32:36.2,Damen Ave & Melrose Ave,13143,Clark St & Bryn Mawr Ave,KA1504000151,41.9406,-87.6785,41.983593,-87.669154,member
9C9C585C416A2DCA,classic_bike,20:17.4,34:13.4,Orleans St & Chestnut St (NEXT Apts),620,Halsted St & Wrightwood Ave,TA1309000061,41.898203,-87.637536,41.929143,-87.649077,member
032C3D73B1A2197E,classic_bike,12:40.6,48:51.8,Green St & Randolph St*,chargingstx3,Wells St & Evergreen Ave,TA1308000049,41.88360166,-87.64862671,41.906724,-87.63483,member
F5F6AFE75F4CDD40,electric_bike,03:41.0,07:57.9,Clybourn Ave & Division St,TA1307000115,Halsted St & Clybourn Ave,331,41.904613,-87.640552,41.909668,-87.648128,member
F4F2BC0AB0704725,classic_bike,29:54.1,41:10.6,Kedzie Ave & Foster Ave,KA1504000128,Kedzie Ave & Bryn Mawr Ave,KA1504000167,41.975672,-87.709261,41.98222976,-87.70888656,member
0CC97CAD000E6296,electric_bike,20:15.0,30:03.7,Shore Dr & 55th St,TA1308000009,Public Rack - Langley Ave & 49th St,1012,41.795212,-87.580715,41.805218,-87.609076,member
D3208E9348DAD5F9,electric_bike,10:40.0,15:30.2,Clark St & Elm St,TA1307000039,Halsted St & Clybourn Ave,331,41.902973,-87.63128,41.909668,-87.648128,member
C69E26322E6C979E,electric_bike,41:26.3,49:22.7,Clark St & Elm St,TA1307000039,Halsted St & Clybourn Ave,331,41.902973,-87.63128,41.909668,-87.648128,member
9F2CD9B1E23F34F9,classic_bike,45:15.7,53:57.0,Kildare Ave & Montrose Ave,KA1706005015,Albany Ave & Montrose Ave,15621,41.96108,-87.73569,41.961041,-87.705866,member
C1FDD3D35B0DB130,classic_bike,02:08.7,25:08.3,Michigan Ave & 8th St,623,Streeter Dr & Grand Ave,13022,41.872773,-87.623981,41.892278,-87.612043,member
350D4B22EFE869D7,classic_bike,59:12.4,33:52.7,Michigan Ave & 8th St,623,Streeter Dr & Grand Ave,13022,41.872773,-87.623981,41.892278,-87.612043,member
20C45A64FFE427A3,electric_bike,32:56.9,35:40.5,Sedgwick St & North Ave,TA1307000038,Halsted St & Clybourn Ave,331,41.910983,-87.638525,41.909668,-87.648128,member
EBA36657B08B737E,electric_bike,19:18.9,53:48.2,Larrabee St & Division St,KA1504000079,Albany Ave & Montrose Ave,15621,41.90348607,-87.64335349,41.961041,-87.705866,member
A2E3057672CC0F33,classic_bike,16:34.0,52:02.1,Streeter Dr & Grand Ave,13022,Streeter Dr & Grand Ave,13022,41.892278,-87.612043,41.892278,-87.612043,member
821CDC410600E0B0,classic_bike,20:16.5,46:07.5,Streeter Dr & Grand Ave,13022,Streeter Dr & Grand Ave,13022,41.892278,-87.612043,41.892278,-87.612043,member
F73393A8BBE43F45,classic_bike,55:17.7,19:24.0,Streeter Dr & Grand Ave,13022,Streeter Dr & Grand Ave,13022,41.892278,-87.612043,41.892278,-87.612043,member
6E354AB392871891,electric_bike,46:01.5,46:35.1,Halsted St & Clybourn Ave,331,Halsted St & Clybourn Ave,331,41.909668,-87.648128,41.909668,-87.648128,member
1F31CB8188BF16B3,classic_bike,16:12.2,31:06.6,Mies van der Rohe Way & Chicago Ave,13338,Halsted St & Clybourn Ave,331,41.89694463,-87.62175769,41.909668,-87.648128,member
7F0A3B16F16F15C5,classic_bike,57:01.6,01:37.3,New St & Illinois St,TA1306000013,Streeter Dr & Grand Ave,13022,41.89084704,-87.61861682,41.892278,-87.612043,member
37AE5DFC1FC90F13,classic_bike,33:04.7,49:07.6,State St & Randolph St,TA1305000029,Streeter Dr & Grand Ave,13022,41.88462107,-87.62783423,41.892278,-87.612043,member
83922157CF27B50A,electric_bike,32:12.0,39:08.3,Greenview Ave & Fullerton Ave,TA1307000001,Damen Ave & Wellington Ave,13268,41.92533,-87.6658,41.93588,-87.67842,member
AA569F3F78946735,electric_bike,37:15.9,45:17.8,Green St & Randolph St*,chargingstx3,Halsted St & Clybourn Ave,331,41.88360166,-87.64862671,41.909668,-87.648128,casual
0862B203D29652F7,electric_bike,47:03.5,55:11.5,Wells St & Institute Pl,22001,Clinton St & Washington Blvd,WL-012,41.89737986,-87.63442039,41.88338,-87.64117,member
296FDE94A09E7B27,electric_bike,14:20.3,18:15.8,Wabash Ave & Grand Ave,TA1307000117,Mies van der Rohe Way & Chicago Ave,13338,41.891466,-87.626761,41.89694463,-87.62175769,member
0051CD3A314321B1,electric_bike,48:27.2,52:22.3,Wabash Ave & Grand Ave,TA1307000117,Mies van der Rohe Way & Chicago Ave,13338,41.891466,-87.626761,41.89694463,-87.62175769,member
C222D124C0366B75,electric_bike,57:53.0,01:18.9,Clark St & Elm St,TA1307000039,DuSable Lake Shore Dr & North Blvd,LF-005,41.902973,-87.63128,41.911722,-87.626804,member
31742F27F82171E7,classic_bike,46:28.3,52:55.9,Clark St & Elm St,TA1307000039,DuSable Lake Shore Dr & North Blvd,LF-005,41.902973,-87.63128,41.911722,-87.626804,member
D15E9E27264471EC,classic_bike,00:25.5,30:08.5,Wacker Dr & Washington St,KA1503000072,Milwaukee Ave & Rockwell St,13242,41.88314336,-87.63724208,41.92033,-87.69309,member
C7BAFBDFB375B97B,classic_bike,44:29.7,55:00.7,Kostner Ave & Adams St,545,Kostner Ave & Adams St,545,41.877917,-87.735737,41.877917,-87.735737,member
BC0BE03C1F1845BB,electric_bike,00:30.2,08:48.4,Southport Ave & Clybourn Ave,TA1309000030,Milwaukee Ave & Rockwell St,13242,41.9215759,-87.6664335,41.92019556,-87.6926592,member
629F0920B896F657,classic_bike,13:49.6,25:42.5,Cottage Grove Ave & 78th St,575,Ellis Ave & 83rd St,584,41.753174,-87.605026,41.744123,-87.599034,member
59B635587B342004,classic_bike,58:59.2,10:24.2,Stave St & Armitage Ave,13266,Troy St & North Ave,15653,41.917741,-87.691392,41.9097693,-87.70528049,member
7FC0DA14B4988559,electric_bike,07:46.5,14:31.6,Mies van der Rohe Way & Chicago Ave,13338,DuSable Lake Shore Dr & North Blvd,LF-005,41.89694463,-87.62175769,41.911722,-87.626804,member
E93C098038EEEF57,electric_bike,54:29.9,00:46.6,Leavitt St/North Ave,PI00003,Troy St & North Ave,15653,41.910077,-87.682306,41.9097693,-87.70528049,casual
D6AC0252573A4E0B,electric_bike,01:22.8,08:42.8,Milwaukee Ave & Wabansia Ave,13243,Milwaukee Ave & Rockwell St,13242,41.912616,-87.681391,41.92033,-87.69309,member
B8743C2D80493CE6,classic_bike,27:48.0,33:17.4,Clark St & Armitage Ave,13146,DuSable Lake Shore Dr & North Blvd,LF-005,41.918306,-87.636282,41.911722,-87.626804,member
2CE7C48ECA233148,classic_bike,14:27.9,33:22.5,Wood St & Hubbard St,13432,Milwaukee Ave & Rockwell St,13242,41.889715,-87.671966,41.92019556,-87.6926592,member
977F273F53622837,classic_bike,56:18.3,07:27.9,Lincoln Park Conservatory,LP-,DuSable Lake Shore Dr & North Blvd,LF-005,41.92393131,-87.63582453,41.911722,-87.626804,member
7F2B13D074B01C6F,electric_bike,11:24.1,26:54.3,Ashland Ave & Augusta Blvd,13248,Canal St & Jackson Blvd,13138,41.89948118,-87.66976321,41.878125,-87.639968,member
9F75EEAE3D3E32BB,electric_bike,57:02.3,05:32.4,Michigan Ave & 18th St,13150,Halsted St & 18th St,13099,41.85786474,-87.62434471,41.85750568,-87.64599144,member
A45446EB160B0587,electric_bike,04:37.6,09:23.6,Sheffield Ave & Willow St,TA1306000032,W Armitage Ave & N Sheffield Ave,20254,41.913688,-87.652855,41.917805,-87.653449,casual
7B1C171D5D2742A0,classic_bike,33:13.8,46:13.8,Loomis St & Jackson Blvd,13206,Franklin St & Jackson Blvd,TA1305000025,41.877945,-87.662007,41.87770796,-87.63532114,member
BC378BE62A9D70D6,classic_bike,05:06.6,10:47.1,Clinton St & Lake St,13021,Franklin St & Jackson Blvd,TA1305000025,41.885637,-87.641823,41.87770796,-87.63532114,member
A23438EF55B0A5CB,classic_bike,38:01.9,40:55.7,Clinton St & 18th St,TA1307000044,Halsted St & 18th St,13099,41.85795,-87.640826,41.85750568,-87.64599144,member
386C13E139099DF9,classic_bike,54:54.9,58:55.9,Financial Pl & Ida B Wells Dr,SL-010,Franklin St & Jackson Blvd,TA1305000025,41.87502363,-87.63309404,41.87770796,-87.63532114,member
6879A56B5E21D0ED,classic_bike,37:11.9,28:18.5,Dearborn St & Erie St,13045,McClurg Ct & Ohio St,TA1306000029,41.893992,-87.629318,41.89259212,-87.61728913,member
0AC8B30A3D8C1216,classic_bike,25:27.9,30:25.9,Wabash Ave & Grand Ave,TA1307000117,McClurg Ct & Ohio St,TA1306000029,41.891466,-87.626761,41.89259212,-87.61728913,member
8936FD4860CA9C08,classic_bike,58:23.1,03:31.9,Wabash Ave & Grand Ave,TA1307000117,McClurg Ct & Ohio St,TA1306000029,41.891466,-87.626761,41.89259212,-87.61728913,member
939364CA5C22589F,classic_bike,34:53.8,49:07.4,LaSalle Dr & Huron St,KP1705001026,Desplaines St & Jackson Blvd,15539,41.894877,-87.632326,41.8781189,-87.6439476,member
34BDE28AE2241B73,electric_bike,45:37.6,59:38.3,Calumet Ave & 18th St,13102,McClurg Ct & Ohio St,TA1306000029,41.85761755,-87.61941075,41.89259212,-87.61728913,member
309A37469BADECA0,electric_bike,48:40.3,54:13.5,Conservatory Dr & Lake St,518,McClurg Ct & Ohio St,TA1306000029,41.885502,-87.716866,41.89259212,-87.61728913,casual
98F54BA10FA16A3F,electric_bike,14:22.6,26:40.5,Canal St & Jackson Blvd,13138,Indiana Ave & 26th St,TA1307000005,41.878125,-87.639968,41.845687,-87.622481,member
5258E1B6E5927757,electric_bike,01:44.9,13:54.5,Canal St & Jackson Blvd,13138,Indiana Ave & 26th St,TA1307000005,41.878125,-87.639968,41.845687,-87.622481,member
655FAE5856C0587F,electric_bike,20:51.5,28:15.4,Talman Ave & Addison St,15632,Kimball Ave & Belmont Ave,KA150400009X,41.94663583,-87.69461476,41.93939395,-87.71206766,member
43F4B1A83CDD2B63,classic_bike,56:28.6,08:15.2,Financial Pl & Ida B Wells Dr,SL-010,Desplaines St & Jackson Blvd,15539,41.87502363,-87.63309404,41.8781189,-87.6439476,member
E497F96591C093B2,classic_bike,50:40.0,02:38.0,Southport Ave & Wrightwood Ave,TA1307000113,Ashland Ave & Belle Plaine Ave,13249,41.928773,-87.663913,41.956057,-87.668835,member
D91B0054826342B6,classic_bike,11:27.6,21:04.9,Rhodes Ave & 32nd St,13215,Indiana Ave & 26th St,TA1307000005,41.836208,-87.613533,41.845687,-87.622481,member
6EC3F01C2E598226,electric_bike,01:55.2,07:48.0,Kingsbury St & Erie St,13265,Stetson Ave & South Water St,TA1308000029,41.8939139,-87.6417358,41.886835,-87.62232,member
1E1BEA441D1C8AE5,classic_bike,53:16.7,55:51.7,Clinton St & Madison St,TA1305000032,Desplaines St & Jackson Blvd,15539,41.88275197,-87.64119029,41.8781189,-87.6439476,member
BBCC3357AB198F36,classic_bike,41:48.9,50:28.1,Michigan Ave & Oak St,13042,McClurg Ct & Ohio St,TA1306000029,41.90096039,-87.62377664,41.89259212,-87.61728913,casual
4978A691668857B2,electric_bike,13:59.4,18:44.9,Sheridan Rd & Irving Park Rd,13063,Ashland Ave & Belle Plaine Ave,13249,41.954245,-87.654406,41.956057,-87.668835,casual
F1B7B48E095BF00F,electric_bike,41:27.4,49:58.2,Orleans St & Elm St,TA1306000006,McClurg Ct & Ohio St,TA1306000029,41.902924,-87.637715,41.89259212,-87.61728913,member
FD81939F0D327147,electric_bike,35:57.8,40:11.2,Avers Ave & Belmont Ave,15640,Kimball Ave & Belmont Ave,KA150400009X,41.939408,-87.723574,41.93939395,-87.71206766,member
05D5C06127805597,classic_bike,37:34.5,47:41.2,Kingsbury St & Kinzie St,KA1503000043,Desplaines St & Jackson Blvd,15539,41.88917683,-87.63850577,41.8781189,-87.6439476,member
9957F3D8B9FD6191,classic_bike,37:50.0,50:38.4,Wacker Dr & Washington St,KA1503000072,McClurg Ct & Ohio St,TA1306000029,41.88314336,-87.63724208,41.89259212,-87.61728913,member
E13AEE7D8694D76D,electric_bike,29:45.3,35:31.9,Damen Ave & Cullerton St,13089,Wood St & Taylor St (Temp),13285,41.85496652,-87.67569959,41.86926522,-87.67373085,member
3785E5FD8D8D4594,electric_bike,34:46.3,46:10.8,State St & Randolph St,TA1305000029,Wells St & Concord Ln,TA1308000050,41.88462107,-87.62783423,41.912133,-87.634656,member
14EA4C940F5B16C2,electric_bike,47:20.8,56:00.7,Sangamon St & Washington Blvd,13409,Michigan Ave & Jackson Blvd,TA1309000002,41.883165,-87.6511,41.8777679,-87.624164,member
C8A7CB75D7BCC8D6,electric_bike,54:15.4,10:14.3,Franklin St & Lake St,TA1307000111,Racine Ave & Fullerton Ave,TA1306000026,41.885837,-87.6355,41.925566,-87.658416,member
EB211A9DF605AD8B,electric_bike,17:30.8,22:36.4,Wilton Ave & Diversey Pkwy*,chargingstx2,Racine Ave & Fullerton Ave,TA1306000026,41.932418,-87.652705,41.925566,-87.658416,member
1596486C9FFDBB1C,classic_bike,02:36.4,09:05.7,University Ave & 59th St,22003,Woodlawn Ave & 55th St,TA1307000164,41.787878,-87.598906,41.795264,-87.596471,member
4FE606477E51C488,electric_bike,24:25.6,26:48.1,Monticello Ave & Irving Park Rd,KA1504000139,Drake Ave & Addison St,KA1504000142,41.95400484,-87.71912818,41.947326,-87.717582,member
2A0E0F63C9141C10,classic_bike,19:50.5,23:43.8,Monticello Ave & Irving Park Rd,KA1504000139,Drake Ave & Addison St,KA1504000142,41.95400484,-87.71912818,41.947326,-87.717582,member
0F58E63E79DDBAEC,electric_bike,46:30.0,57:01.6,Aberdeen St & Jackson Blvd,13157,Canal St & Monroe St,13056,41.87772613,-87.65478743,41.8829056,-87.6397409,member
2A62ECBD0C57C0C2,classic_bike,06:17.6,46:19.2,Greenview Ave & Jarvis Ave,520,Eastlake Ter & Howard St,523,42.015962,-87.66857,42.0192025,-87.66430289,member
70D314A4B63FBBC8,classic_bike,46:50.0,49:32.7,Greenview Ave & Fullerton Ave,TA1307000001,Racine Ave & Fullerton Ave,TA1306000026,41.92533,-87.6658,41.925566,-87.658416,member
2CDF6C6331304911,electric_bike,30:43.4,32:41.0,Canal St & Adams St,13011,Canal St & Monroe St,13056,41.879255,-87.639904,41.8829056,-87.6397409,member
C04D74574D5F70BD,electric_bike,26:32.1,29:03.2,Ellis Ave & 55th St,KA1504000076,Woodlawn Ave & 55th St,TA1307000164,41.79430062,-87.60144977,41.795264,-87.596471,member
86FBF704B8A47F84,electric_bike,39:50.2,42:42.5,Ellis Ave & 55th St,KA1504000076,Woodlawn Ave & 55th St,TA1307000164,41.79430062,-87.60144977,41.795264,-87.596471,member
1731AC158113BB4F,classic_bike,46:18.3,48:53.6,Ellis Ave & 55th St,KA1504000076,Woodlawn Ave & 55th St,TA1307000164,41.79430062,-87.60144977,41.795264,-87.596471,member
8011DA0D5759AF82,classic_bike,05:47.7,12:32.8,Millennium Park,13008,Michigan Ave & 8th St,623,41.8810317,-87.62408432,41.872773,-87.623981,member
DF89FA604C8E6617,electric_bike,12:40.0,24:06.1,Shields Ave & 28th Pl,15443,Michigan Ave & 8th St,623,41.842733,-87.635491,41.872773,-87.623981,member
6486253FA933331B,classic_bike,18:32.7,23:14.5,Wilton Ave & Diversey Pkwy,TA1306000014,Racine Ave & Fullerton Ave,TA1306000026,41.932418,-87.652705,41.925566,-87.658416,member
C14615B91BEAE4FA,electric_bike,45:08.9,48:47.1,Franklin St & Adams St (Temp),TA1309000008,Canal St & Monroe St,13056,41.87943409,-87.63550401,41.8829056,-87.6397409,member
AAC4F901F15EFE5C,classic_bike,02:38.6,41:51.7,DuSable Lake Shore Dr & Monroe St,13300,Woodlawn Ave & 55th St,TA1307000164,41.880958,-87.616743,41.795264,-87.596471,member
7C7B28BA788BFF2E,classic_bike,44:36.7,50:29.2,Michigan Ave & 14th St,TA1307000124,Michigan Ave & 8th St,623,41.864059,-87.623727,41.872773,-87.623981,member
DB4212DA7E6715B3,classic_bike,00:52.5,05:04.6,Michigan Ave & Jackson Blvd,TA1309000002,Michigan Ave & 8th St,623,41.8777679,-87.624164,41.872773,-87.623981,member
CDB3FACA580982C0,electric_bike,19:07.3,35:49.3,Clark St & Lake St,KA1503000012,Canal St & Monroe St,13056,41.88602083,-87.63087606,41.8829056,-87.6397409,member
5BC082DF741BAFF5,classic_bike,25:57.4,31:57.8,Halsted St & 21st St,13162,Racine Ave & 15th St,13304,41.85377981,-87.64660299,41.861267,-87.656625,member
38F19EF683070D1B,classic_bike,04:27.3,10:28.7,Halsted St & 21st St,13162,Racine Ave & 15th St,13304,41.85377981,-87.64660299,41.861267,-87.656625,member
